Filename	Background file	Start point (s)	SNR
common_voice_he_39211688.mp3	noise-free-sound-0288.wav	4.75	5.06
common_voice_he_39211689.mp3	noise-free-sound-0041.wav	44.90	0.58
common_voice_he_39211700.mp3	noise-free-sound-0522.wav	38.49	1.16
common_voice_he_39211701.mp3	noise-free-sound-0121.wav	4.94	0.39
common_voice_he_39211703.mp3	noise-free-sound-0546.wav	44.25	0.54
common_voice_he_39211704.mp3	noise-free-sound-0787.wav	13.26	3.18
common_voice_he_39211705.mp3	noise-free-sound-0076.wav	13.63	2.96
common_voice_he_39211710.mp3	noise-free-sound-0293.wav	33.88	5.64
common_voice_he_39211711.mp3	noise-free-sound-0433.wav	4.13	1.46
common_voice_he_39211712.mp3	noise-free-sound-0280.wav	7.52	0.14
common_voice_he_39211713.mp3	noise-free-sound-0106.wav	117.56	1.40
common_voice_he_39211714.mp3	noise-free-sound-0646.wav	4.22	4.55
common_voice_he_39211730.mp3	noise-free-sound-0261.wav	0.23	5.25
common_voice_he_39211731.mp3	noise-free-sound-0227.wav	25.67	2.24
common_voice_he_39211732.mp3	noise-free-sound-0474.wav	7.52	5.60
common_voice_he_39211733.mp3	noise-free-sound-0594.wav	66.61	1.33
common_voice_he_39211734.mp3	noise-sound-bible-0083.wav	48.86	0.82
common_voice_he_39211737.mp3	noise-free-sound-0504.wav	10.53	4.34
common_voice_he_39211739.mp3	noise-free-sound-0165.wav	25.23	4.96
common_voice_he_39211740.mp3	noise-free-sound-0015.wav	62.63	0.90
common_voice_he_39211742.mp3	noise-free-sound-0324.wav	27.50	0.51
common_voice_he_39211744.mp3	noise-free-sound-0546.wav	67.30	2.46
common_voice_he_39211755.mp3	noise-free-sound-0248.wav	37.32	1.81
common_voice_he_39211756.mp3	noise-free-sound-0792.wav	23.68	0.05
common_voice_he_39211757.mp3	noise-free-sound-0813.wav	65.58	1.07
common_voice_he_39211758.mp3	noise-free-sound-0710.wav	14.73	3.54
common_voice_he_39211759.mp3	noise-free-sound-0489.wav	42.03	4.58
common_voice_he_39211760.mp3	noise-free-sound-0787.wav	11.03	1.18
common_voice_he_39211761.mp3	noise-free-sound-0593.wav	7.70	3.82
common_voice_he_39211762.mp3	noise-free-sound-0729.wav	32.72	2.94
common_voice_he_39211763.mp3	noise-free-sound-0700.wav	15.43	2.57
common_voice_he_39211764.mp3	noise-free-sound-0119.wav	45.69	3.48
common_voice_he_39211780.mp3	noise-free-sound-0740.wav	49.25	1.97
common_voice_he_39211781.mp3	noise-free-sound-0381.wav	40.15	4.14
common_voice_he_39211783.mp3	noise-free-sound-0032.wav	18.33	2.08
common_voice_he_39211785.mp3	noise-free-sound-0288.wav	12.66	4.47
common_voice_he_39211787.mp3	noise-free-sound-0151.wav	15.69	5.46
common_voice_he_39211790.mp3	noise-free-sound-0151.wav	3.21	3.56
common_voice_he_39211791.mp3	noise-free-sound-0636.wav	18.88	3.69
common_voice_he_39211792.mp3	noise-free-sound-0076.wav	62.80	1.11
common_voice_he_39211793.mp3	noise-free-sound-0267.wav	6.84	1.47
common_voice_he_39211794.mp3	noise-free-sound-0723.wav	75.66	3.97
common_voice_he_39211805.mp3	noise-free-sound-0708.wav	10.81	1.62
common_voice_he_39211806.mp3	noise-free-sound-0685.wav	5.32	5.46
common_voice_he_39211807.mp3	noise-free-sound-0041.wav	49.62	1.23
common_voice_he_39211808.mp3	noise-free-sound-0304.wav	39.65	3.25
common_voice_he_39211809.mp3	noise-free-sound-0336.wav	26.87	0.04
common_voice_he_39211817.mp3	noise-free-sound-0269.wav	12.84	0.83
common_voice_he_39211819.mp3	noise-free-sound-0581.wav	20.65	2.50
common_voice_he_39211821.mp3	noise-free-sound-0568.wav	92.98	3.12
common_voice_he_39211822.mp3	noise-free-sound-0290.wav	4.35	5.71
common_voice_he_39211823.mp3	noise-free-sound-0298.wav	15.26	5.64
common_voice_he_39211824.mp3	noise-free-sound-0457.wav	29.65	2.04
common_voice_he_39261376.mp3	noise-free-sound-0644.wav	30.24	4.70
common_voice_he_39261377.mp3	noise-free-sound-0184.wav	16.22	1.84
common_voice_he_39261378.mp3	noise-free-sound-0813.wav	19.94	5.61
common_voice_he_39261379.mp3	noise-free-sound-0674.wav	16.89	5.75
common_voice_he_39261380.mp3	noise-free-sound-0304.wav	47.95	0.49
common_voice_he_39261381.mp3	noise-free-sound-0545.wav	10.97	4.14
common_voice_he_39261382.mp3	noise-free-sound-0088.wav	18.22	5.40
common_voice_he_39261383.mp3	noise-free-sound-0443.wav	28.24	1.91
common_voice_he_39261384.mp3	noise-free-sound-0442.wav	49.99	5.15
common_voice_he_39261385.mp3	noise-free-sound-0552.wav	33.31	3.25
common_voice_he_39261394.mp3	noise-free-sound-0606.wav	70.67	5.77
common_voice_he_39261396.mp3	noise-free-sound-0184.wav	5.19	2.45
common_voice_he_39261398.mp3	noise-sound-bible-0075.wav	16.60	1.51
common_voice_he_39261399.mp3	noise-free-sound-0459.wav	6.33	4.91
common_voice_he_39261400.mp3	noise-free-sound-0184.wav	21.78	3.69
common_voice_he_39261406.mp3	noise-free-sound-0781.wav	39.33	5.97
common_voice_he_39261407.mp3	noise-free-sound-0522.wav	22.95	0.46
common_voice_he_39261408.mp3	noise-free-sound-0335.wav	25.72	3.79
common_voice_he_39261409.mp3	noise-free-sound-0261.wav	41.90	4.29
common_voice_he_39261410.mp3	noise-free-sound-0165.wav	13.28	2.01
common_voice_he_39261414.mp3	noise-free-sound-0334.wav	91.90	0.21
common_voice_he_39261416.mp3	noise-free-sound-0644.wav	5.30	1.18
common_voice_he_39261418.mp3	noise-free-sound-0677.wav	27.28	4.35
common_voice_he_39261424.mp3	noise-free-sound-0661.wav	27.95	2.38
common_voice_he_39261425.mp3	noise-free-sound-0340.wav	21.92	2.93
common_voice_he_39261426.mp3	noise-free-sound-0041.wav	14.41	3.37
common_voice_he_39261427.mp3	noise-free-sound-0454.wav	19.09	5.89
common_voice_he_39261428.mp3	noise-free-sound-0436.wav	18.68	5.48
common_voice_he_39261434.mp3	noise-free-sound-0684.wav	23.09	0.73
common_voice_he_39261435.mp3	noise-free-sound-0640.wav	24.69	3.39
common_voice_he_39261436.mp3	noise-free-sound-0073.wav	7.90	5.73
common_voice_he_39261437.mp3	noise-free-sound-0156.wav	10.82	3.98
common_voice_he_39261438.mp3	noise-free-sound-0474.wav	24.06	2.52
common_voice_he_39261449.mp3	noise-free-sound-0824.wav	13.97	0.27
common_voice_he_39261450.mp3	noise-free-sound-0651.wav	0.65	4.89
common_voice_he_39261451.mp3	noise-free-sound-0710.wav	3.93	4.32
common_voice_he_39261452.mp3	noise-sound-bible-0075.wav	25.90	4.03
common_voice_he_39261453.mp3	noise-free-sound-0710.wav	21.20	5.83
common_voice_he_39263828.mp3	noise-sound-bible-0049.wav	36.70	5.77
common_voice_he_39263829.mp3	noise-free-sound-0715.wav	51.88	3.66
common_voice_he_39263830.mp3	noise-free-sound-0560.wav	156.30	5.84
common_voice_he_39263831.mp3	noise-free-sound-0418.wav	3.30	3.66
common_voice_he_39263832.mp3	noise-free-sound-0031.wav	25.21	4.23
common_voice_he_39263834.mp3	noise-free-sound-0335.wav	23.12	3.00
common_voice_he_39263835.mp3	noise-free-sound-0184.wav	2.83	0.96
common_voice_he_39263836.mp3	noise-free-sound-0841.wav	31.38	5.23
common_voice_he_39263837.mp3	noise-free-sound-0156.wav	78.62	5.12
common_voice_he_39263838.mp3	noise-free-sound-0560.wav	20.79	4.57
common_voice_he_39263849.mp3	noise-free-sound-0042.wav	74.26	5.64
common_voice_he_39263850.mp3	noise-free-sound-0160.wav	23.67	1.88
common_voice_he_39263851.mp3	noise-free-sound-0041.wav	26.03	2.55
common_voice_he_39263852.mp3	noise-free-sound-0623.wav	3.74	4.41
common_voice_he_39263853.mp3	noise-free-sound-0382.wav	48.71	0.87
common_voice_he_39263856.mp3	noise-free-sound-0001.wav	31.66	0.42
common_voice_he_39263858.mp3	noise-sound-bible-0059.wav	3.29	5.19
common_voice_he_39263859.mp3	noise-free-sound-0160.wav	10.54	2.52
common_voice_he_39263861.mp3	noise-free-sound-0160.wav	19.80	4.42
common_voice_he_39263862.mp3	noise-free-sound-0141.wav	29.84	0.52
common_voice_he_39263864.mp3	noise-free-sound-0761.wav	14.81	5.45
common_voice_he_39263865.mp3	noise-free-sound-0636.wav	21.21	2.66
common_voice_he_39263866.mp3	noise-free-sound-0842.wav	200.18	1.13
common_voice_he_39263867.mp3	noise-free-sound-0076.wav	59.27	5.63
common_voice_he_39263868.mp3	noise-free-sound-0032.wav	29.49	3.79
common_voice_he_39263869.mp3	noise-free-sound-0502.wav	30.03	5.34
common_voice_he_39263870.mp3	noise-free-sound-0451.wav	29.61	0.97
common_voice_he_39263871.mp3	noise-free-sound-0594.wav	12.95	1.91
common_voice_he_39263872.mp3	noise-free-sound-0244.wav	102.52	0.08
common_voice_he_39263873.mp3	noise-free-sound-0836.wav	56.49	3.94
common_voice_he_39263874.mp3	noise-free-sound-0172.wav	18.84	0.98
common_voice_he_39263875.mp3	noise-free-sound-0640.wav	21.14	3.45
common_voice_he_39263876.mp3	noise-free-sound-0256.wav	29.62	4.59
common_voice_he_39263877.mp3	noise-free-sound-0725.wav	0.85	3.39
common_voice_he_39263878.mp3	noise-free-sound-0813.wav	72.93	4.32
common_voice_he_39263880.mp3	noise-free-sound-0752.wav	7.44	3.52
common_voice_he_39263881.mp3	noise-free-sound-0592.wav	4.90	1.53
common_voice_he_39263882.mp3	noise-free-sound-0647.wav	47.82	2.02
common_voice_he_39263883.mp3	noise-free-sound-0102.wav	62.99	3.60
common_voice_he_39263888.mp3	noise-free-sound-0572.wav	95.05	1.37
common_voice_he_39263889.mp3	noise-free-sound-0114.wav	6.21	0.07
common_voice_he_39263890.mp3	noise-free-sound-0489.wav	44.51	1.62
common_voice_he_39263891.mp3	noise-free-sound-0042.wav	139.70	5.49
common_voice_he_39263892.mp3	noise-free-sound-0230.wav	6.28	0.28
common_voice_he_39263898.mp3	noise-free-sound-0443.wav	19.15	3.90
common_voice_he_39263899.mp3	noise-free-sound-0545.wav	22.84	5.44
common_voice_he_39263900.mp3	noise-free-sound-0270.wav	250.37	3.57
common_voice_he_39263901.mp3	noise-free-sound-0066.wav	1.29	5.54
common_voice_he_39263907.mp3	noise-free-sound-0732.wav	25.99	5.80
common_voice_he_39263908.mp3	noise-free-sound-0504.wav	3.02	4.94
common_voice_he_39263909.mp3	noise-free-sound-0788.wav	12.65	1.83
common_voice_he_39263910.mp3	noise-free-sound-0298.wav	8.80	1.69
common_voice_he_39263911.mp3	noise-sound-bible-0044.wav	21.64	5.30
common_voice_he_39263921.mp3	noise-free-sound-0254.wav	0.15	3.01
common_voice_he_39263923.mp3	noise-free-sound-0235.wav	117.51	1.73
common_voice_he_39263924.mp3	noise-free-sound-0235.wav	85.77	2.90
common_voice_he_39263925.mp3	noise-free-sound-0251.wav	27.53	1.00
common_voice_he_39263926.mp3	noise-free-sound-0262.wav	8.21	0.53
common_voice_he_39263927.mp3	noise-free-sound-0780.wav	0.28	0.59
common_voice_he_39263928.mp3	noise-free-sound-0784.wav	1.00	4.05
common_voice_he_39263929.mp3	noise-free-sound-0114.wav	31.39	2.86
common_voice_he_39263930.mp3	noise-free-sound-0172.wav	2.08	4.05
common_voice_he_39263931.mp3	noise-free-sound-0788.wav	29.83	5.06
common_voice_he_39263947.mp3	noise-free-sound-0623.wav	3.99	5.30
common_voice_he_39263948.mp3	noise-free-sound-0726.wav	53.53	2.44
common_voice_he_39263949.mp3	noise-free-sound-0497.wav	186.52	5.32
common_voice_he_39263950.mp3	noise-free-sound-0340.wav	17.04	3.63
common_voice_he_39263951.mp3	noise-free-sound-0114.wav	6.26	5.65
common_voice_he_39263957.mp3	noise-free-sound-0605.wav	12.01	5.55
common_voice_he_39263958.mp3	noise-free-sound-0500.wav	10.78	2.41
common_voice_he_39263959.mp3	noise-free-sound-0249.wav	23.75	1.94
common_voice_he_39263960.mp3	noise-free-sound-0031.wav	7.43	4.89
common_voice_he_39263961.mp3	noise-free-sound-0522.wav	75.11	1.45
common_voice_he_39280147.mp3	noise-free-sound-0117.wav	12.86	3.39
common_voice_he_39280148.mp3	noise-free-sound-0227.wav	22.54	3.81
common_voice_he_39280149.mp3	noise-free-sound-0732.wav	13.10	5.35
common_voice_he_39280150.mp3	noise-free-sound-0443.wav	3.97	4.22
common_voice_he_39280151.mp3	noise-free-sound-0137.wav	49.56	1.47
common_voice_he_39280157.mp3	noise-free-sound-0770.wav	8.73	5.35
common_voice_he_39280158.mp3	noise-free-sound-0840.wav	7.39	3.16
common_voice_he_39280159.mp3	noise-free-sound-0531.wav	38.62	3.11
common_voice_he_39280160.mp3	noise-free-sound-0304.wav	16.36	3.48
common_voice_he_39280161.mp3	noise-free-sound-0261.wav	10.79	1.89
common_voice_he_39280177.mp3	noise-free-sound-0381.wav	37.35	0.34
common_voice_he_39280178.mp3	noise-free-sound-0441.wav	31.36	2.01
common_voice_he_39280179.mp3	noise-free-sound-0451.wav	1.71	4.31
common_voice_he_39280180.mp3	noise-free-sound-0489.wav	1.53	5.93
common_voice_he_39280181.mp3	noise-free-sound-0235.wav	26.72	5.16
common_voice_he_39280182.mp3	noise-free-sound-0728.wav	26.24	3.76
common_voice_he_39280183.mp3	noise-free-sound-0042.wav	288.19	1.52
common_voice_he_39280184.mp3	noise-free-sound-0740.wav	37.82	3.67
common_voice_he_39280185.mp3	noise-free-sound-0606.wav	68.95	5.13
common_voice_he_39280186.mp3	noise-free-sound-0382.wav	34.24	5.49
common_voice_he_39280202.mp3	noise-free-sound-0840.wav	2.21	3.44
common_voice_he_39280203.mp3	noise-free-sound-0161.wav	46.30	5.85
common_voice_he_39280204.mp3	noise-free-sound-0824.wav	3.86	0.94
common_voice_he_39280205.mp3	noise-free-sound-0287.wav	18.17	2.05
common_voice_he_39280220.mp3	noise-free-sound-0598.wav	42.41	0.02
common_voice_he_39280222.mp3	noise-free-sound-0173.wav	20.27	3.61
common_voice_he_39280223.mp3	noise-sound-bible-0049.wav	10.78	4.31
common_voice_he_39280224.mp3	noise-free-sound-0247.wav	62.55	2.64
common_voice_he_39280225.mp3	noise-free-sound-0012.wav	16.78	0.22
common_voice_he_39280231.mp3	noise-free-sound-0384.wav	3.53	2.21
common_voice_he_39280232.mp3	noise-free-sound-0160.wav	2.43	5.61
common_voice_he_39280233.mp3	noise-free-sound-0160.wav	20.89	1.29
common_voice_he_39280234.mp3	noise-free-sound-0752.wav	14.58	4.18
common_voice_he_39280235.mp3	noise-free-sound-0708.wav	45.30	1.41
common_voice_he_39280340.mp3	noise-free-sound-0560.wav	227.55	5.50
common_voice_he_39280341.mp3	noise-free-sound-0781.wav	24.97	4.89
common_voice_he_39280342.mp3	noise-free-sound-0677.wav	20.85	2.43
common_voice_he_39280343.mp3	noise-free-sound-0262.wav	26.88	4.26
common_voice_he_39280344.mp3	noise-free-sound-0461.wav	8.26	3.38
common_voice_he_39280350.mp3	noise-free-sound-0592.wav	15.72	1.59
common_voice_he_39280351.mp3	noise-free-sound-0813.wav	70.78	5.23
common_voice_he_39280352.mp3	noise-free-sound-0729.wav	166.74	1.44
common_voice_he_39280353.mp3	noise-free-sound-0278.wav	14.29	3.45
common_voice_he_39280354.mp3	noise-free-sound-0249.wav	20.20	3.85
common_voice_he_39280360.mp3	noise-free-sound-0290.wav	24.06	1.81
common_voice_he_39280361.mp3	noise-sound-bible-0045.wav	55.64	1.38
common_voice_he_39280362.mp3	noise-free-sound-0278.wav	10.00	1.04
common_voice_he_39280363.mp3	noise-free-sound-0600.wav	30.69	3.75
common_voice_he_39280364.mp3	noise-free-sound-0251.wav	24.85	3.16
common_voice_he_39280375.mp3	noise-free-sound-0533.wav	10.39	4.09
common_voice_he_39280376.mp3	noise-sound-bible-0060.wav	30.20	5.74
common_voice_he_39280377.mp3	noise-free-sound-0644.wav	4.79	4.27
common_voice_he_39280378.mp3	noise-free-sound-0067.wav	18.11	0.34
common_voice_he_39280379.mp3	noise-free-sound-0256.wav	0.28	1.72
common_voice_he_39317642.mp3	noise-free-sound-0439.wav	18.35	1.49
common_voice_he_39317643.mp3	noise-free-sound-0439.wav	6.14	1.75
common_voice_he_39317644.mp3	noise-sound-bible-0083.wav	46.72	3.13
common_voice_he_39317645.mp3	noise-free-sound-0430.wav	44.09	2.36
common_voice_he_39317646.mp3	noise-sound-bible-0054.wav	23.66	5.72
common_voice_he_39317651.mp3	noise-free-sound-0572.wav	110.32	3.15
common_voice_he_39317652.mp3	noise-free-sound-0519.wav	15.85	0.75
common_voice_he_39317653.mp3	noise-free-sound-0784.wav	29.41	3.64
common_voice_he_39317655.mp3	noise-free-sound-0546.wav	99.66	5.64
common_voice_he_39317657.mp3	noise-free-sound-0119.wav	38.81	2.97
common_voice_he_39317661.mp3	noise-free-sound-0153.wav	15.79	2.65
common_voice_he_39317662.mp3	noise-free-sound-0035.wav	23.64	3.22
common_voice_he_39317663.mp3	noise-free-sound-0614.wav	3.70	5.08
common_voice_he_39317664.mp3	noise-free-sound-0728.wav	49.56	4.57
common_voice_he_39317665.mp3	noise-free-sound-0382.wav	41.33	5.47
common_voice_he_39317672.mp3	noise-free-sound-0384.wav	83.20	4.90
common_voice_he_39317674.mp3	noise-sound-bible-0059.wav	32.53	3.28
common_voice_he_39317676.mp3	noise-free-sound-0623.wav	25.49	5.58
common_voice_he_39317678.mp3	noise-free-sound-0840.wav	31.12	2.59
common_voice_he_39317679.mp3	noise-free-sound-0504.wav	48.79	0.73
common_voice_he_39317685.mp3	noise-free-sound-0155.wav	38.45	1.88
common_voice_he_39317686.mp3	noise-free-sound-0504.wav	1.89	1.22
common_voice_he_39317687.mp3	noise-free-sound-0605.wav	2.07	5.03
common_voice_he_39317688.mp3	noise-sound-bible-0059.wav	19.54	1.71
common_voice_he_39317689.mp3	noise-free-sound-0282.wav	15.91	0.38
common_voice_he_39317696.mp3	noise-free-sound-0048.wav	144.61	2.83
common_voice_he_39317697.mp3	noise-free-sound-0792.wav	27.20	5.79
common_voice_he_39317699.mp3	noise-free-sound-0788.wav	8.11	0.22
common_voice_he_39317701.mp3	noise-sound-bible-0075.wav	1.68	4.87
common_voice_he_39317703.mp3	noise-free-sound-0173.wav	66.10	4.49
common_voice_he_39317710.mp3	noise-free-sound-0836.wav	0.55	2.76
common_voice_he_39317711.mp3	noise-free-sound-0030.wav	10.10	2.74
common_voice_he_39317712.mp3	noise-free-sound-0828.wav	45.37	1.37
common_voice_he_39317713.mp3	noise-free-sound-0398.wav	20.01	0.66
common_voice_he_39317714.mp3	noise-free-sound-0457.wav	19.06	0.09
common_voice_he_39317720.mp3	noise-free-sound-0256.wav	32.08	0.71
common_voice_he_39317721.mp3	noise-free-sound-0151.wav	31.37	0.80
common_voice_he_39317722.mp3	noise-free-sound-0660.wav	7.77	5.85
common_voice_he_39317723.mp3	noise-free-sound-0824.wav	21.02	3.57
common_voice_he_39317724.mp3	noise-free-sound-0048.wav	136.17	4.01
common_voice_he_39317740.mp3	noise-free-sound-0235.wav	88.89	3.48
common_voice_he_39317741.mp3	noise-free-sound-0165.wav	26.16	0.28
common_voice_he_39317742.mp3	noise-free-sound-0544.wav	101.11	2.30
common_voice_he_39317763.mp3	noise-free-sound-0770.wav	36.49	4.60
common_voice_he_39317934.mp3	noise-free-sound-0451.wav	19.62	0.69
common_voice_he_39317935.mp3	noise-free-sound-0110.wav	18.77	3.70
common_voice_he_39317936.mp3	noise-free-sound-0035.wav	6.49	5.31
common_voice_he_39317937.mp3	noise-free-sound-0101.wav	71.62	1.87
common_voice_he_39317938.mp3	noise-free-sound-0059.wav	9.86	4.55
common_voice_he_39317954.mp3	noise-free-sound-0685.wav	37.09	5.19
common_voice_he_39317955.mp3	noise-free-sound-0288.wav	6.34	0.02
common_voice_he_39317971.mp3	noise-free-sound-0819.wav	0.28	0.39
common_voice_he_39317972.mp3	noise-free-sound-0334.wav	42.18	2.62
common_voice_he_39317993.mp3	noise-free-sound-0117.wav	28.11	3.24
common_voice_he_39317994.mp3	noise-free-sound-0321.wav	91.27	4.43
common_voice_he_39317995.mp3	noise-free-sound-0002.wav	10.97	4.47
common_voice_he_39317997.mp3	noise-free-sound-0497.wav	159.96	3.47
common_voice_he_39317999.mp3	noise-free-sound-0819.wav	66.40	3.31
common_voice_he_39318008.mp3	noise-free-sound-0685.wav	20.06	0.24
common_voice_he_39318009.mp3	noise-free-sound-0151.wav	4.11	5.26
common_voice_he_39318010.mp3	noise-free-sound-0243.wav	45.29	5.88
common_voice_he_39318011.mp3	noise-free-sound-0568.wav	53.57	3.20
common_voice_he_39318012.mp3	noise-free-sound-0743.wav	38.67	0.19
common_voice_he_39318023.mp3	noise-free-sound-0304.wav	34.94	5.19
common_voice_he_39318024.mp3	noise-free-sound-0035.wav	7.53	5.26
common_voice_he_39318025.mp3	noise-free-sound-0165.wav	6.47	0.33
common_voice_he_39318076.mp3	noise-free-sound-0614.wav	20.55	1.68
common_voice_he_39318430.mp3	noise-sound-bible-0076.wav	24.75	1.01
common_voice_he_39318432.mp3	noise-free-sound-0141.wav	88.17	4.98
common_voice_he_39318434.mp3	noise-free-sound-0787.wav	2.25	2.08
common_voice_he_39318435.mp3	noise-free-sound-0710.wav	35.08	2.57
common_voice_he_39318437.mp3	noise-free-sound-0792.wav	7.95	5.94
common_voice_he_39318444.mp3	noise-free-sound-0041.wav	35.41	4.21
common_voice_he_39318446.mp3	noise-free-sound-0184.wav	20.61	5.03
common_voice_he_39318449.mp3	noise-free-sound-0119.wav	45.89	2.56
common_voice_he_39318451.mp3	noise-free-sound-0560.wav	124.11	1.18
common_voice_he_39318452.mp3	noise-free-sound-0436.wav	34.20	1.40
common_voice_he_39318458.mp3	noise-free-sound-0105.wav	184.11	1.12
common_voice_he_39318459.mp3	noise-free-sound-0137.wav	33.00	4.66
common_voice_he_39318460.mp3	noise-free-sound-0551.wav	2.75	3.08
common_voice_he_39318461.mp3	noise-free-sound-0804.wav	10.83	1.60
common_voice_he_39318462.mp3	noise-free-sound-0080.wav	16.20	4.19
common_voice_he_39318473.mp3	noise-sound-bible-0083.wav	41.14	1.34
common_voice_he_39318474.mp3	noise-free-sound-0243.wav	82.44	5.09
common_voice_he_39318475.mp3	noise-free-sound-0158.wav	36.51	5.70
common_voice_he_39318476.mp3	noise-free-sound-0519.wav	24.79	3.55
common_voice_he_39318477.mp3	noise-free-sound-0227.wav	16.05	5.68
common_voice_he_39318866.mp3	noise-free-sound-0322.wav	14.10	4.05
common_voice_he_39318867.mp3	noise-free-sound-0606.wav	10.45	3.13
common_voice_he_39318868.mp3	noise-sound-bible-0054.wav	10.56	2.63
common_voice_he_39318869.mp3	noise-free-sound-0743.wav	29.61	2.63
common_voice_he_39318870.mp3	noise-free-sound-0293.wav	23.43	0.32
common_voice_he_39318884.mp3	noise-free-sound-0457.wav	5.41	4.44
common_voice_he_39318885.mp3	noise-free-sound-0142.wav	14.08	2.36
common_voice_he_39318886.mp3	noise-free-sound-0780.wav	0.63	4.86
common_voice_he_39318887.mp3	noise-free-sound-0732.wav	19.64	5.22
common_voice_he_39318888.mp3	noise-free-sound-0598.wav	15.11	1.63
common_voice_he_39318889.mp3	noise-free-sound-0480.wav	12.60	1.81
common_voice_he_39318891.mp3	noise-free-sound-0348.wav	27.02	1.94
common_voice_he_39318893.mp3	noise-free-sound-0243.wav	80.12	5.84
common_voice_he_39318895.mp3	noise-free-sound-0533.wav	23.53	2.72
common_voice_he_39318897.mp3	noise-free-sound-0804.wav	25.48	4.37
common_voice_he_39318909.mp3	noise-free-sound-0288.wav	13.65	5.09
common_voice_he_39318911.mp3	noise-free-sound-0076.wav	3.32	1.94
common_voice_he_39318913.mp3	noise-free-sound-0500.wav	0.64	1.16
common_voice_he_39318915.mp3	noise-free-sound-0117.wav	23.09	5.87
common_voice_he_39318917.mp3	noise-free-sound-0382.wav	24.62	1.77
common_voice_he_39319654.mp3	noise-free-sound-0446.wav	24.01	3.57
common_voice_he_39319655.mp3	noise-free-sound-0348.wav	29.83	3.52
common_voice_he_39319656.mp3	noise-free-sound-0442.wav	32.11	2.79
common_voice_he_39319657.mp3	noise-free-sound-0035.wav	2.69	0.34
common_voice_he_39319658.mp3	noise-free-sound-0606.wav	62.32	1.30
common_voice_he_39319681.mp3	noise-free-sound-0304.wav	47.22	1.09
common_voice_he_39319684.mp3	noise-free-sound-0340.wav	1.48	2.88
common_voice_he_39319686.mp3	noise-free-sound-0457.wav	34.22	5.41
common_voice_he_39319687.mp3	noise-free-sound-0243.wav	39.80	4.08
common_voice_he_39319688.mp3	noise-free-sound-0161.wav	15.18	4.64
common_voice_he_39320707.mp3	noise-free-sound-0160.wav	20.14	1.36
common_voice_he_39320708.mp3	noise-free-sound-0290.wav	13.87	2.88
common_voice_he_39320710.mp3	noise-free-sound-0324.wav	26.69	4.38
common_voice_he_39320711.mp3	noise-free-sound-0086.wav	28.27	2.46
common_voice_he_39320712.mp3	noise-free-sound-0472.wav	73.08	5.99
common_voice_he_39326813.mp3	noise-free-sound-0841.wav	46.40	2.10
common_voice_he_39326815.mp3	noise-free-sound-0568.wav	67.90	0.64
common_voice_he_39326816.mp3	noise-free-sound-0293.wav	14.31	1.86
common_voice_he_39326817.mp3	noise-free-sound-0546.wav	51.43	4.14
common_voice_he_39326818.mp3	noise-free-sound-0623.wav	1.27	0.25
common_voice_he_39326825.mp3	noise-free-sound-0551.wav	3.70	2.23
common_voice_he_39326826.mp3	noise-free-sound-0646.wav	29.41	1.99
common_voice_he_39326827.mp3	noise-free-sound-0262.wav	20.33	0.30
common_voice_he_39326828.mp3	noise-free-sound-0480.wav	25.26	3.49
common_voice_he_39326830.mp3	noise-free-sound-0042.wav	215.94	1.56
common_voice_he_39326852.mp3	noise-free-sound-0770.wav	35.31	0.54
common_voice_he_39326853.mp3	noise-free-sound-0233.wav	10.18	2.91
common_voice_he_39326854.mp3	noise-free-sound-0674.wav	9.39	5.27
common_voice_he_39326855.mp3	noise-free-sound-0234.wav	23.97	0.51
common_voice_he_39326856.mp3	noise-free-sound-0398.wav	11.82	3.67
common_voice_he_39326862.mp3	noise-free-sound-0840.wav	9.35	0.39
common_voice_he_39326863.mp3	noise-free-sound-0001.wav	13.43	2.71
common_voice_he_39326864.mp3	noise-free-sound-0497.wav	187.89	0.54
common_voice_he_39326865.mp3	noise-free-sound-0105.wav	63.89	1.56
common_voice_he_39326866.mp3	noise-free-sound-0035.wav	23.59	1.03
common_voice_he_39327003.mp3	noise-free-sound-0709.wav	13.04	3.72
common_voice_he_39327004.mp3	noise-free-sound-0381.wav	3.97	2.05
common_voice_he_39327005.mp3	noise-free-sound-0155.wav	7.23	5.68
common_voice_he_39327006.mp3	noise-free-sound-0726.wav	84.90	2.24
common_voice_he_39327007.mp3	noise-free-sound-0156.wav	82.71	1.80
common_voice_he_39327020.mp3	noise-free-sound-0266.wav	25.64	5.40
common_voice_he_39327022.mp3	noise-free-sound-0101.wav	101.64	5.20
common_voice_he_39327024.mp3	noise-free-sound-0430.wav	26.09	0.72
common_voice_he_39327025.mp3	noise-free-sound-0707.wav	9.49	2.01
common_voice_he_39327027.mp3	noise-free-sound-0184.wav	23.07	2.44
common_voice_he_39327033.mp3	noise-free-sound-0442.wav	51.98	4.89
common_voice_he_39327036.mp3	noise-free-sound-0707.wav	33.47	3.24
common_voice_he_39327038.mp3	noise-free-sound-0457.wav	15.62	3.35
common_voice_he_39327040.mp3	noise-sound-bible-0045.wav	18.14	1.03
common_voice_he_39327041.mp3	noise-free-sound-0651.wav	22.29	3.34
common_voice_he_39327047.mp3	noise-free-sound-0015.wav	4.77	5.74
common_voice_he_39327048.mp3	noise-free-sound-0494.wav	42.98	1.96
